#  R    En    Tr      X1     Y1     X2     Y2     X3     Y3     X4     Y4     X5     Y5     X6     Y6     X7     Y7     X8     Y8     X9     Y9     X10     Y10     X11     Y11     X12     Y12     X13     Y13     X14     Y14     X15     Y15     X16     Y16 
260.0  32.0  0.954  -0.12  -0.42  -1.76  -0.00   0.16   0.64   0.08  -0.90  -0.22  -0.49   0.62   0.44   0.39  -1.36   1.46  -1.99  -0.66   0.12  -0.25   0.25   0.51  -1.05   0.47   1.25  -0.05  -0.41  -0.76  -0.42   0.52  -0.21  -0.19   0.45
260.0  40.0  1.062  -0.90  -1.25  -0.70  -1.06  -0.12   0.39   0.09  -0.86  -1.93   0.37   0.60  -0.35   0.14  -1.31   0.50  -0.46  -0.47   0.41   0.13   0.50   0.25  -0.50   0.32  -0.60   0.35   0.18  -0.27  -0.16   0.50  -0.63   0.27  -0.31
260.0  48.0  0.614  -0.98  -0.48   0.23  -0.29   0.04  -0.03   0.34  -0.75  -1.02   0.28  -0.05  -0.34  -0.11  -0.09  -0.62  -0.14  -0.60   0.30  -0.21   0.31  -0.12  -0.05  -0.30  -0.15  -0.10   0.54  -0.33  -0.13  -0.00  -0.19   0.43  -0.02
260.0  56.0  0.474  -1.22  -0.07   0.39   0.14   0.17  -0.12   0.34  -0.95  -0.50   0.26  -0.28  -0.15   0.01   0.11  -0.81  -0.45  -0.95   0.08  -0.42   0.27  -0.16   0.09  -0.35   0.03  -0.25   0.54  -0.35  -0.02  -0.11   0.15   0.28  -0.10
260.0  64.0  0.539  -0.18   8.11   0.48   1.22  -0.98  -3.23   1.34   2.00  -0.13  -1.86  -0.71   1.30   1.87   0.61  -1.61   1.31  -1.38  -5.16  -1.68  -1.18   0.48   0.90  -0.01  -2.07  -0.29  -0.59  -2.39   1.20  -1.14   1.07  -2.23  -2.71
260.0  72.0  0.963   1.13   0.72  -1.41  -0.20  -1.55  -0.53   0.69   0.19  -0.09  -0.99   0.62  -0.09   0.04   0.22  -0.20   0.41  -1.17   0.52   0.44   0.06  -0.09   0.18  -0.01  -0.02  -0.25   1.14   0.42  -1.02  -0.12  -0.99  -0.58   0.36
260.0  80.0  0.764   1.87   1.19  -2.88   0.00  -2.22  -0.00   0.23   0.19  -0.12  -0.59   1.87  -0.06   1.55  -0.44   0.06   0.04  -0.57  -0.75  -0.21   0.77   0.02   0.46  -0.38   0.60   1.15   0.95   1.30  -0.82   0.65  -0.53  -0.06   0.07
260.0  88.0  0.901   0.94   0.39  -1.17  -0.15  -0.39   0.07   0.14   0.68  -0.31   0.30   0.81  -0.14   0.65   0.31  -0.40   0.33  -0.30  -1.53  -0.54   0.29  -0.35   0.27  -0.52   1.25   0.37  -0.36   0.14   0.26   0.80  -0.45   0.90   1.11
260.0  96.0  0.660   0.52   0.03  -0.68  -0.11  -0.13  -0.04   0.52   0.23  -0.62   0.13   0.49   0.03  -0.05   0.52  -0.69  -0.10   0.00  -0.78  -0.48   0.01  -0.14   0.27  -0.40   1.36   0.29  -0.18  -0.34   0.07   0.63  -0.10   0.70   0.82
260.0 104.0  0.669   0.37  -0.14  -0.44  -0.16  -0.13  -0.11   0.63  -0.00  -0.72  -0.01   0.31   0.12  -0.30   0.66  -0.76  -0.23   0.04  -0.40  -0.46   0.03  -0.01   0.12  -0.22   1.30   0.09   0.02  -0.57  -0.18   0.34   0.13   0.36   0.59
260.0 112.0  1.005   0.59  -0.27  -0.33  -0.46  -0.06  -0.12   0.65  -0.27  -0.91  -0.09   0.07   0.16  -0.70   0.79  -0.83  -0.19  -0.14  -0.25  -0.53   0.12   0.18  -0.03  -0.06   1.11  -0.06   0.23  -0.48  -0.54  -0.28   0.48  -0.04   0.42
260.0 120.0  1.308   1.08  -0.45   0.07  -0.77   0.81   0.23   0.29  -0.60  -1.14   0.34  -0.37   0.31  -0.93   0.25  -0.61  -0.42  -0.17  -0.93  -0.58   0.15   0.38   0.40  -0.22   0.66   0.84  -0.19   1.37  -0.45  -1.35   1.03   0.00   0.31
260.0 128.0  1.132   0.58  -0.36   0.22  -0.49   0.75   0.35   0.02  -0.50  -1.06   0.55  -0.37   0.39  -0.43   0.00  -0.35  -0.81   0.31  -0.89  -0.50   0.36   0.10   0.66  -0.25   0.66   1.21  -0.39   1.48   0.01  -0.76   0.92  -0.03   0.11
260.0 136.0  1.052   0.31  -0.20  -0.00  -0.49   0.39   0.31  -0.06  -0.51  -1.22   0.54  -0.32   0.10  -0.25   0.15  -0.20  -0.94   0.47  -0.63  -0.41   0.60  -0.05   0.37  -0.10   0.69   1.01  -0.16   0.90   0.07  -0.13   0.69   0.04   0.01
260.0 144.0  0.690   0.13  -0.14  -0.18  -0.36   0.20   0.23  -0.09  -0.39  -1.19   0.45  -0.19  -0.17  -0.14   0.18  -0.13  -0.78   0.48  -0.42  -0.27   0.47  -0.08   0.12  -0.04   0.63   0.78   0.01   0.57   0.10   0.21   0.39   0.32   0.04
260.0 152.0  0.408  -0.01  -0.15  -0.22  -0.22   0.13   0.14  -0.11  -0.23  -1.03   0.36  -0.10  -0.24  -0.08   0.15  -0.15  -0.55   0.46  -0.24  -0.19   0.28  -0.07   0.05  -0.02   0.52   0.61   0.12   0.42   0.10   0.30   0.23   0.41   0.05
260.0 160.0  0.258  -0.10  -0.19  -0.22  -0.12   0.10   0.08  -0.15  -0.11  -0.88   0.29  -0.04  -0.24  -0.04   0.13  -0.18  -0.35   0.44  -0.09  -0.15   0.14  -0.06   0.05  -0.02   0.39   0.48   0.20   0.35   0.08   0.30   0.17   0.37   0.03
260.0 168.0  0.179  -0.17  -0.22  -0.20  -0.05   0.07   0.04  -0.19  -0.01  -0.75   0.25  -0.01  -0.22  -0.02   0.11  -0.21  -0.17   0.43   0.05  -0.13   0.05  -0.06   0.06  -0.01   0.24   0.38   0.28   0.29   0.06   0.28   0.15   0.28  -0.02
260.0 176.0  0.138  -0.22  -0.25  -0.19  -0.00   0.04   0.00  -0.23   0.07  -0.64   0.21   0.00  -0.21  -0.00   0.10  -0.25  -0.01   0.41   0.18  -0.13  -0.01  -0.06   0.08  -0.01   0.09   0.30   0.36   0.26   0.04   0.26   0.15   0.18  -0.06
260.0 184.0  0.117  -0.27  -0.28  -0.17   0.03   0.01  -0.03  -0.26   0.13  -0.52   0.19   0.01  -0.19   0.01   0.09  -0.28   0.15   0.38   0.30  -0.12  -0.06  -0.06   0.10  -0.02  -0.07   0.22   0.44   0.23   0.02   0.23   0.15   0.08  -0.10
260.0 192.0  0.110  -0.32  -0.32  -0.16   0.07  -0.01  -0.06  -0.30   0.19  -0.39   0.17   0.02  -0.18   0.02   0.07  -0.31   0.30   0.34   0.43  -0.13  -0.11  -0.06   0.13  -0.04  -0.25   0.15   0.52   0.20  -0.01   0.21   0.16  -0.02  -0.14
260.0 200.0  0.115  -0.36  -0.35  -0.15   0.10  -0.04  -0.09  -0.32   0.24  -0.24   0.15   0.02  -0.17   0.03   0.06  -0.33   0.46   0.29   0.55  -0.13  -0.16  -0.07   0.16  -0.08  -0.43   0.10   0.60   0.17  -0.04   0.19   0.17  -0.10  -0.16
276.0   0.0  0.558   0.80  -0.66   0.98   0.71   0.10  -0.25  -1.23  -2.21  -0.94  -0.02   1.33  -1.23   0.00   0.77  -0.64   0.18  -0.63   0.08  -0.95  -2.66   1.05  -1.77  -0.28   0.84  -0.45   1.18  -1.16   0.92   1.24   0.11  -0.40   0.06
276.0   8.0  0.599   0.11  -0.51   0.22   0.07  -0.22  -0.10  -0.17  -0.82  -0.51   0.37   0.35  -0.61  -0.21   0.19   0.02  -0.27  -0.50   0.08  -1.28  -2.51  -0.31  -1.95  -0.61   1.90   0.61   0.84  -0.82   1.68   0.76  -0.27  -0.64   0.22
276.0  16.0  1.049  -0.16  -0.04  -0.73   0.34   0.25   0.26  -0.15  -0.32   0.13   0.04   0.39  -0.14  -0.34  -0.38   0.96  -1.11  -0.51   0.13  -1.73  -0.84  -0.32  -1.53  -0.13   2.65   0.16   0.25  -1.65   0.63   0.48  -0.23  -0.63   0.94
276.0  24.0  0.939  -0.16  -0.19  -1.68   0.14   0.35   0.67   0.09  -0.81  -0.07  -0.51   0.60   0.40   0.34  -1.31   1.47  -1.88  -0.55   0.14  -0.52   0.27   0.39  -1.01   0.37   1.45  -0.13  -0.32  -0.90  -0.50   0.45  -0.21  -0.22   0.54
276.0  32.0  1.099  -1.18  -1.38  -1.23  -1.09   0.06   0.76   0.05  -0.62  -1.81   0.41   1.16  -0.23   0.13  -2.17   0.94  -0.60  -0.56   0.50   0.39   0.59   0.41  -0.72   0.49  -0.44   0.36  -0.14  -0.25  -0.37   0.69  -0.72   0.15  -0.31
276.0  40.0  0.567  -1.31  -0.67   0.22  -0.43   0.00  -0.00   0.45  -0.65  -1.15   0.41   0.30  -0.44  -0.29  -0.32  -0.63  -0.12  -0.63   0.30   0.01   0.40  -0.09  -0.13  -0.30  -0.22  -0.02   0.33  -0.18  -0.25   0.07  -0.26   0.50  -0.06
276.0  48.0  0.389  -1.39  -0.33   0.41   0.03   0.02  -0.15   0.55  -0.96  -0.60   0.26   0.01  -0.28  -0.19   0.12  -0.77  -0.58  -0.94   0.09  -0.19   0.34  -0.12   0.01  -0.36   0.05  -0.17   0.25  -0.13  -0.17  -0.09   0.07   0.35  -0.06
276.0  56.0  0.248  -2.74   0.37   0.88   0.87  -0.05  -0.49   0.58  -1.88  -0.16   0.57  -0.26  -0.08   0.14   0.30  -0.66  -1.63  -1.64  -1.13  -0.67   0.31  -0.11   0.36  -0.27  -0.28  -0.02  -0.41  -0.65   0.43   0.05   0.76  -0.32  -0.66
276.0  64.0  0.980   0.66   1.48  -1.43  -0.18  -1.83  -0.56   0.61   0.64   0.39  -1.07   0.51  -0.13  -0.03   0.02  -0.09   0.80  -1.43   0.58   0.35  -0.46  -0.14   0.38  -0.07  -0.03  -0.70   1.67  -0.49  -1.07   0.20  -1.16  -0.08   0.57
276.0  72.0  0.819   0.63   0.71  -2.10  -0.07  -2.20  -0.31   0.45   0.10   0.25  -0.25   0.83  -0.31   0.69  -0.05  -0.25   0.18  -1.22  -0.22  -0.14   0.10  -0.18   0.49  -0.30   0.29   0.72   1.20   0.93  -0.55   0.48  -0.59   0.04  -0.03
276.0  80.0  0.338   2.47   1.44  -0.90   0.31  -1.28  -1.10  -0.35   2.83   0.44   0.82   0.69   0.29   5.90   0.21   1.04   0.35  -1.16  -3.26   0.52   2.45  -0.11  -0.60  -0.71   0.26  -0.12  -0.57   0.52   0.87  -0.25  -0.81   1.45  -1.27
276.0  88.0  0.654   0.45  -0.02  -0.75  -0.10  -0.36  -0.11   0.61   0.23  -0.65   0.29   0.34   0.06  -0.15   0.49  -0.77  -0.16  -0.12  -1.02  -0.60  -0.06  -0.32   0.32  -0.46   1.36   0.46  -0.27  -0.18   0.21   0.79  -0.07   0.81   0.88
276.0  96.0  0.666   0.33  -0.17  -0.50  -0.16  -0.23  -0.12   0.64  -0.07  -0.77   0.10   0.23   0.10  -0.38   0.56  -0.78  -0.28   0.04  -0.55  -0.53  -0.10  -0.08   0.21  -0.27   1.30   0.23  -0.06  -0.54  -0.08   0.52   0.16   0.47   0.63
276.0 104.0  0.945   0.49  -0.28  -0.40  -0.41  -0.11  -0.12   0.62  -0.32  -0.85   0.02   0.06   0.10  -0.64   0.64  -0.77  -0.24  -0.03  -0.34  -0.57  -0.08   0.15   0.11  -0.08   1.10   0.05   0.14  -0.56  -0.43   0.02   0.43   0.09   0.40
276.0 112.0  1.217   0.87  -0.45  -0.17  -0.67   0.56   0.12   0.29  -0.63  -0.86   0.26  -0.27   0.20  -0.79   0.27  -0.53  -0.36  -0.18  -0.80  -0.57  -0.10   0.41   0.36  -0.16   0.68   0.61  -0.18   0.76  -0.48  -0.97   0.77   0.05   0.29
276.0 120.0  0.972   0.56  -0.44   0.06  -0.43   0.72   0.29  -0.03  -0.48  -0.76   0.39  -0.33   0.42  -0.36  -0.06  -0.27  -0.69   0.12  -0.93  -0.44   0.08   0.22   0.69  -0.29   0.60   1.14  -0.50   1.44  -0.02  -0.93   0.80   0.11   0.23
276.0 128.0  1.071   0.35  -0.33   0.02  -0.47   0.40   0.29  -0.11  -0.44  -0.95   0.39  -0.36   0.37  -0.18   0.05  -0.15  -0.87   0.36  -0.68  -0.41   0.45   0.05   0.61  -0.17   0.65   1.09  -0.33   1.11   0.06  -0.54   0.82  -0.10   0.08
276.0 136.0  0.953   0.22  -0.19  -0.16  -0.49   0.16   0.24  -0.15  -0.39  -1.17   0.42  -0.31   0.03  -0.09   0.15  -0.05  -0.86   0.47  -0.48  -0.31   0.58  -0.03   0.31  -0.06   0.64   0.92  -0.08   0.75   0.05  -0.06   0.63   0.07   0.02
276.0 144.0  0.599   0.07  -0.14  -0.25  -0.33   0.07   0.15  -0.15  -0.24  -1.12   0.37  -0.19  -0.18  -0.03   0.14  -0.06  -0.64   0.48  -0.30  -0.20   0.39  -0.04   0.12  -0.03   0.57   0.72   0.09   0.52   0.06   0.22   0.37   0.31   0.03
276.0 152.0  0.360  -0.05  -0.15  -0.25  -0.17   0.05   0.08  -0.16  -0.09  -0.98   0.30  -0.10  -0.22   0.01   0.12  -0.11  -0.42   0.48  -0.14  -0.14   0.20  -0.04   0.07  -0.03   0.46   0.55   0.20   0.41   0.06   0.29   0.23   0.35   0.02
276.0 160.0  0.235  -0.13  -0.17  -0.23  -0.08   0.03   0.04  -0.19   0.01  -0.85   0.25  -0.05  -0.22   0.03   0.10  -0.17  -0.24   0.46   0.01  -0.12   0.08  -0.03   0.07  -0.02   0.32   0.43   0.30   0.34   0.05   0.30   0.18   0.30  -0.02
276.0 168.0  0.170  -0.19  -0.19  -0.21  -0.01   0.02  -0.00  -0.22   0.09  -0.74   0.21  -0.02  -0.20   0.05   0.09  -0.22  -0.08   0.45   0.15  -0.11  -0.01  -0.03   0.09  -0.03   0.18   0.32   0.38   0.30   0.03   0.28   0.17   0.20  -0.06
276.0 176.0  0.136  -0.25  -0.22  -0.19   0.04  -0.01  -0.03  -0.25   0.16  -0.62   0.17   0.00  -0.19   0.06   0.08  -0.26   0.08   0.43   0.29  -0.11  -0.07  -0.03   0.11  -0.03   0.02   0.23   0.47   0.26   0.00   0.26   0.17   0.11  -0.09
276.0 184.0  0.122  -0.30  -0.25  -0.17   0.08  -0.03  -0.06  -0.27   0.21  -0.50   0.15   0.01  -0.18   0.07   0.07  -0.30   0.22   0.39   0.42  -0.11  -0.12  -0.04   0.13  -0.05  -0.14   0.15   0.56   0.23  -0.02   0.23   0.17   0.02  -0.12
276.0 192.0  0.122  -0.35  -0.28  -0.16   0.12  -0.06  -0.09  -0.29   0.26  -0.37   0.13   0.02  -0.17   0.08   0.07  -0.34   0.37   0.34   0.55  -0.11  -0.18  -0.04   0.16  -0.09  -0.31   0.09   0.64   0.19  -0.05   0.21   0.18  -0.07  -0.14
276.0 200.0  0.136  -0.39  -0.32  -0.14   0.16  -0.09  -0.12  -0.30   0.30  -0.20   0.12   0.03  -0.17   0.09   0.06  -0.36   0.51   0.27   0.67  -0.12  -0.23  -0.05   0.19  -0.14  -0.48   0.03   0.73   0.16  -0.08   0.19   0.18  -0.13  -0.15
292.0   0.0  0.407   0.23  -0.43   0.21   0.22  -0.19  -0.09   0.03  -1.09  -0.53   0.26   0.29  -0.45   0.10   0.12  -0.11  -0.25  -0.37   0.16  -0.78  -2.23  -0.16  -1.60  -0.71   1.38   0.45   0.66  -0.49   1.47   0.60  -0.21  -0.41  -0.05
292.0   8.0  0.994  -0.20  -0.10  -0.48   0.32   0.26   0.20  -0.17  -0.36   0.02   0.19   0.45  -0.27  -0.37  -0.37   0.94  -0.87  -0.51   0.26  -1.89  -1.37  -0.44  -1.72  -0.20   2.67   0.35   0.39  -1.71   1.10   0.63  -0.38  -0.77   0.62
292.0  16.0  0.957  -0.21   0.00  -1.64   0.22   0.54   0.72   0.06  -0.77  -0.01  -0.54   0.62   0.35   0.30  -1.33   1.56  -1.81  -0.46   0.18  -0.81   0.28   0.27  -1.04   0.34   1.62  -0.13  -0.21  -1.01  -0.55   0.43  -0.26  -0.27   0.57
292.0  24.0  1.093  -1.35  -1.17  -1.58  -0.93   0.37   1.07   0.03  -0.41  -1.55   0.30   1.47  -0.15   0.23  -2.74   1.21  -0.66  -0.63   0.54   0.54   0.54   0.48  -0.81   0.60  -0.26   0.33  -0.28  -0.26  -0.54   0.77  -0.76   0.08  -0.28
292.0  32.0  0.511  -1.61  -0.68   0.18  -0.48   0.01   0.03   0.55  -0.54  -1.19   0.43   0.59  -0.52  -0.39  -0.53  -0.66  -0.13  -0.70   0.27   0.25   0.37  -0.08  -0.17  -0.29  -0.28   0.06   0.17  -0.07  -0.31   0.15  -0.32   0.57  -0.08
292.0  40.0  0.322  -1.52  -0.30   0.41  -0.02  -0.08  -0.19   0.70  -0.91  -0.64   0.18   0.18  -0.38  -0.24   0.11  -0.73  -0.69  -0.96   0.05  -0.02   0.28  -0.10  -0.01  -0.39   0.07  -0.10   0.07  -0.01  -0.21  -0.06   0.02   0.40  -0.03
292.0  48.0  0.274  -2.35  -0.17   0.68   0.50  -0.24  -0.28   0.67  -1.70  -0.35   0.30  -0.03  -0.40   0.01   0.28  -0.32  -1.58  -1.46  -0.42  -0.25   0.21  -0.11   0.20  -0.28  -0.00   0.02  -0.36  -0.24   0.13   0.02   0.38  -0.09  -0.23
292.0  56.0  1.048  -1.01   1.73  -1.20   0.37  -2.08   0.40  -0.05   0.75   0.90  -0.62  -0.02  -0.32  -0.04  -0.26   0.67   1.00  -2.06   0.55  -0.30  -1.10  -0.59   0.48  -0.15  -0.13  -0.91   2.49  -1.73  -0.61   0.76  -1.01   0.48   0.60
292.0  64.0  0.759  -0.28   0.55  -1.50  -0.16  -1.96  -0.05   0.58   0.16   0.44  -0.05   0.35  -0.40   0.01   0.06  -0.54   0.36  -1.48  -0.21  -0.34  -0.16  -0.37   0.31  -0.27   0.26   0.65   1.11   0.91  -0.27   0.38  -0.35   0.40  -0.05
292.0  72.0  0.506   1.00   1.39  -1.35   0.35  -1.71  -0.25  -0.13   1.94   0.33   0.09   0.68  -0.41   4.55   0.38   0.23   1.04  -0.31  -1.03   0.29   0.80   0.08  -0.99  -0.60  -1.35   1.09   0.34   0.95   0.71  -0.87  -0.26  -0.01  -3.46
292.0  80.0  0.654   0.36  -0.07  -0.80  -0.06  -0.62  -0.18   0.75   0.23  -0.63   0.48   0.18   0.10  -0.26   0.48  -0.84  -0.20  -0.29  -1.29  -0.75  -0.10  -0.59   0.36  -0.46   1.23   0.68  -0.39   0.11   0.41   0.91  -0.01   0.88   0.96
292.0  88.0  0.677   0.31  -0.22  -0.55  -0.16  -0.33  -0.14   0.69  -0.17  -0.79   0.22   0.17   0.10  -0.47   0.48  -0.79  -0.33   0.04  -0.73  -0.62  -0.18  -0.19   0.30  -0.30   1.28   0.39  -0.16  -0.45   0.03   0.73   0.19   0.59   0.74
292.0  96.0  0.920   0.43  -0.32  -0.44  -0.39  -0.16  -0.11   0.61  -0.41  -0.83   0.13   0.05   0.08  -0.63   0.52  -0.69  -0.29   0.08  -0.45  -0.63  -0.20   0.10   0.21  -0.10   1.09   0.16   0.03  -0.61  -0.32   0.31   0.39   0.21   0.45
292.0 104.0  1.169   0.70  -0.44  -0.30  -0.60   0.40   0.06   0.28  -0.68  -0.72   0.26  -0.18   0.13  -0.70   0.27  -0.43  -0.33  -0.08  -0.71  -0.62  -0.24   0.38   0.35  -0.12   0.70   0.49  -0.19   0.29  -0.45  -0.53   0.58   0.11   0.28
292.0 112.0  0.886   0.50  -0.44  -0.09  -0.38   0.66   0.22  -0.06  -0.52  -0.58   0.31  -0.25   0.36  -0.33  -0.06  -0.18  -0.59   0.01  -0.92  -0.44  -0.11   0.27   0.63  -0.28   0.57   1.02  -0.53   1.18  -0.05  -0.81   0.62   0.26   0.29
292.0 120.0  0.894   0.29  -0.41  -0.05  -0.36   0.44   0.24  -0.16  -0.39  -0.66   0.24  -0.27   0.47  -0.13  -0.04  -0.10  -0.74   0.20  -0.72  -0.39   0.19   0.12   0.69  -0.21   0.59   1.05  -0.44   1.11   0.08  -0.70   0.73   0.02   0.18
292.0 128.0  1.057   0.24  -0.31  -0.15  -0.53   0.17   0.25  -0.23  -0.37  -0.95   0.26  -0.34   0.32  -0.05   0.08   0.03  -0.83   0.37  -0.53  -0.35   0.53   0.05   0.55  -0.09   0.60   1.00  -0.22   0.89   0.06  -0.43   0.80  -0.13   0.05
292.0 136.0  0.842   0.15  -0.18  -0.27  -0.48   0.02   0.18  -0.24  -0.25  -1.13   0.32  -0.28  -0.01   0.01   0.12   0.06  -0.71   0.47  -0.36  -0.23   0.52   0.01   0.27  -0.03   0.58   0.84   0.02   0.65   0.04   0.00   0.57   0.11   0.01
292.0 144.0  0.512   0.02  -0.13  -0.28  -0.27  -0.00   0.10  -0.21  -0.09  -1.07   0.29  -0.17  -0.17   0.05   0.10  -0.03  -0.48   0.50  -0.20  -0.14   0.29   0.00   0.13  -0.03   0.49   0.64   0.19   0.49   0.04   0.23   0.34   0.28   0.00
292.0 152.0  0.316  -0.08  -0.14  -0.26  -0.12  -0.00   0.04  -0.21   0.04  -0.94   0.24  -0.09  -0.20   0.07   0.08  -0.12  -0.27   0.50  -0.04  -0.10   0.12   0.00   0.10  -0.04   0.37   0.47   0.30   0.40   0.03   0.29   0.24   0.28  -0.02
292.0 160.0  0.215  -0.16  -0.15  -0.23  -0.03  -0.01  -0.00  -0.23   0.12  -0.83   0.20  -0.05  -0.19   0.09   0.07  -0.19  -0.11   0.49   0.12  -0.09   0.01   0.00   0.10  -0.05   0.23   0.35   0.40   0.34   0.01   0.29   0.20   0.21  -0.06
292.0 168.0  0.163  -0.22  -0.17  -0.20   0.04  -0.03  -0.03  -0.24   0.19  -0.72   0.16  -0.02  -0.18   0.11   0.07  -0.25   0.03   0.47   0.27  -0.09  -0.07  -0.00   0.12  -0.06   0.09   0.24   0.50   0.30  -0.01   0.27   0.18   0.12  -0.09
292.0 176.0  0.138  -0.28  -0.19  -0.18   0.09  -0.05  -0.06  -0.26   0.24  -0.60   0.13  -0.00  -0.17   0.12   0.07  -0.30   0.16   0.45   0.41  -0.09  -0.14  -0.01   0.14  -0.07  -0.06   0.14   0.60   0.26  -0.04   0.25   0.18   0.04  -0.11
292.0 184.0  0.131  -0.33  -0.21  -0.16   0.13  -0.07  -0.09  -0.27   0.28  -0.47   0.11   0.01  -0.16   0.13   0.07  -0.35   0.29   0.40   0.55  -0.10  -0.20  -0.01   0.17  -0.10  -0.21   0.06   0.69   0.22  -0.07   0.23   0.18  -0.04  -0.13
292.0 192.0  0.140  -0.38  -0.24  -0.15   0.18  -0.10  -0.12  -0.27   0.31  -0.32   0.10   0.02  -0.17   0.14   0.07  -0.38   0.43   0.33   0.69  -0.10  -0.26  -0.02   0.20  -0.14  -0.37   0.00   0.78   0.18  -0.11   0.21   0.19  -0.10  -0.13
292.0 200.0  0.168  -0.43  -0.27  -0.13   0.23  -0.13  -0.14  -0.26   0.35  -0.13   0.10   0.03  -0.17   0.14   0.07  -0.39   0.57   0.23   0.80  -0.09  -0.33  -0.03   0.24  -0.20  -0.54  -0.04   0.85   0.14  -0.14   0.19   0.19  -0.15  -0.12
308.0   0.0  0.834  -0.23  -0.14  -0.24   0.36   0.24   0.15  -0.09  -0.44  -0.10   0.31   0.39  -0.33  -0.19  -0.40   0.83  -0.58  -0.48   0.38  -1.70  -1.86  -0.45  -1.73  -0.29   2.38   0.50   0.42  -1.50   1.47   0.69  -0.44  -0.77   0.20
308.0   8.0  0.976  -0.28   0.20  -1.62   0.26   0.76   0.79   0.02  -0.74   0.03  -0.60   0.69   0.31   0.28  -1.39   1.69  -1.77  -0.40   0.21  -1.09   0.24   0.15  -1.12   0.34   1.79  -0.07  -0.11  -1.12  -0.59   0.47  -0.35  -0.32   0.58
308.0  16.0  1.070  -1.43  -0.77  -1.76  -0.71   0.73   1.31   0.02  -0.25  -1.30   0.13   1.60  -0.14   0.42  -3.08   1.35  -0.66  -0.67   0.53   0.59   0.41   0.49  -0.80   0.66  -0.11   0.31  -0.27  -0.23  -0.67   0.77  -0.77   0.05  -0.26
308.0  24.0  0.455  -1.85  -0.52   0.17  -0.47   0.04   0.05   0.67  -0.45  -1.18   0.38   0.81  -0.62  -0.41  -0.70  -0.69  -0.16  -0.79   0.21   0.49   0.23  -0.07  -0.18  -0.29  -0.33   0.11   0.06   0.03  -0.31   0.22  -0.35   0.64  -0.09
308.0  32.0  0.270  -1.58  -0.15   0.42  -0.04  -0.16  -0.23   0.81  -0.85  -0.65   0.08   0.29  -0.47  -0.23   0.11  -0.68  -0.77  -0.99  -0.01   0.09   0.16  -0.08  -0.01  -0.40   0.08  -0.06  -0.05   0.05  -0.18  -0.04  -0.00   0.43  -0.00
308.0  40.0  0.297  -2.11  -0.03   0.60   0.31  -0.38  -0.26   0.71  -1.45  -0.45   0.06   0.08  -0.58   0.03   0.23  -0.14  -1.47  -1.35  -0.26  -0.12   0.04  -0.11   0.17  -0.26   0.05   0.01  -0.36  -0.14   0.08  -0.04   0.23  -0.05  -0.08
308.0  48.0  1.055  -2.33   0.68  -0.61   0.61  -1.43   1.80  -0.82   0.57   0.63   0.02  -0.46  -0.70  -0.15  -0.39   1.25   1.04  -2.05   0.50  -1.02  -1.05  -1.07   0.06  -0.01  -0.35  -0.56   2.34  -1.49   0.05   0.54  -0.30   0.51   0.23
308.0  56.0  0.629  -0.78   0.21  -1.04  -0.20  -1.36   0.44   0.63   0.30   0.40   0.12   0.16  -0.31  -0.41   0.18  -0.87   0.44  -1.48  -0.39  -0.54  -0.02  -0.44  -0.04  -0.29   0.37   0.84   0.76   1.22  -0.06   0.28   0.01   0.65  -0.17
308.0  64.0  0.485  -0.40   0.23  -1.43  -0.09  -1.58   0.43   0.91   0.43   0.07   0.29   0.52  -0.42   0.24   0.63  -1.33   0.17  -0.27  -1.31  -0.81  -0.10  -0.13  -0.42  -0.19  -0.18   1.75  -0.10   1.68   0.45   0.15   0.26  -0.21  -1.56
308.0  72.0  0.659   0.29  -0.16  -0.82   0.02  -0.91  -0.28   0.94   0.37  -0.58   0.70  -0.05   0.18  -0.26   0.48  -0.88  -0.14  -0.50  -1.53  -0.92  -0.03  -1.02   0.35  -0.31   0.79   0.95  -0.53   0.57   0.67   0.88   0.07   0.80   0.91
308.0  80.0  0.704   0.29  -0.28  -0.57  -0.15  -0.38  -0.14   0.75  -0.33  -0.78   0.34   0.15   0.13  -0.59   0.43  -0.79  -0.38   0.02  -0.94  -0.72  -0.22  -0.32   0.37  -0.32   1.25   0.60  -0.29  -0.29   0.14   0.99   0.16   0.71   0.97
308.0  88.0  0.911   0.40  -0.37  -0.46  -0.38  -0.18  -0.11   0.60  -0.55  -0.81   0.23   0.06   0.08  -0.64   0.44  -0.61  -0.34   0.17  -0.59  -0.69  -0.25   0.03   0.28  -0.12   1.09   0.29  -0.09  -0.60  -0.21   0.63   0.32   0.35   0.59
308.0  96.0  1.146   0.59  -0.45  -0.36  -0.57   0.30   0.02   0.26  -0.76  -0.64   0.28  -0.12   0.10  -0.63   0.26  -0.31  -0.33   0.06  -0.67  -0.67  -0.29   0.34   0.34  -0.08   0.74   0.44  -0.22  -0.03  -0.41  -0.09   0.42   0.19   0.32
308.0 104.0  0.874   0.43  -0.43  -0.20  -0.36   0.60   0.16  -0.09  -0.59  -0.47   0.29  -0.19   0.30  -0.33  -0.03  -0.09  -0.52  -0.02  -0.88  -0.48  -0.20   0.28   0.56  -0.24   0.56   0.92  -0.54   0.87  -0.10  -0.55   0.45   0.36   0.31
